,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
0,Nikola Jokic,DEN,10.6,17.5,6.3,7.4,2.1,29.6,12.2,10.9,1.4,0.8,3.5
1,Shai Gilgeous-Alexander,OKC,11.0,19.7,8.2,9.2,1.9,32.1,4.4,6.2,1.3,0.8,2.0
2,Kawhi Leonard,LAC,9.7,19.5,5.8,6.2,2.9,28.1,6.2,3.4,2.2,0.6,2.1
3,Tyrese Maxey,PHI,10.4,22.1,5.2,5.9,3.4,29.4,4.2,6.8,2.0,0.9,2.5
4,Victor Wembanyama,SA,8.4,16.6,5.6,6.7,1.9,24.2,11.0,2.8,0.8,2.7,2.7
5,Luka Doncic,LAL,10.6,22.5,9.1,11.5,3.5,33.8,7.8,8.8,1.5,0.5,4.3
6,Stephen Curry,GS,9.0,19.3,4.8,5.1,4.5,27.3,3.7,5.0,1.1,0.4,2.8
7,James Harden,LAC,7.4,17.6,7.8,8.7,3.1,25.6,4.9,8.1,1.3,0.4,3.7
8,Donovan Mitchell,CLE,10.2,21.1,5.2,6.2,3.8,29.5,4.8,5.8,1.5,0.2,3.1
9,Austin Reaves,LAL,8.2,16.2,7.5,8.6,2.7,26.6,5.2,6.3,1.0,0.2,3.3
10,Kevin Durant,HOU,9.3,18.0,5.5,6.2,2.4,26.4,5.5,4.5,0.7,1.0,3.1
11,Jamal Murray,DEN,9.3,18.9,4.0,4.5,3.4,26.0,4.3,7.3,1.0,0.3,2.4
12,Giannis Antetokounmpo,MIL,10.5,16.2,6.5,9.9,0.5,28.0,10.0,5.6,0.9,0.7,3.3
13,Cade Cunningham,DET,8.9,19.5,5.7,7.0,1.9,25.4,5.8,9.7,1.5,0.8,3.9
14,Walker Kessler,UTA,5.2,7.4,2.8,4.0,1.2,14.4,10.8,3.0,1.4,1.8,3.2
15,Jalen Johnson,ATL,8.5,16.9,4.3,5.5,1.6,23.0,10.4,7.9,1.3,0.5,3.5
16,Scottie Barnes,TOR,7.6,15.2,3.3,4.0,1.0,19.5,8.3,5.6,1.3,1.5,2.6
17,Lauri Markkanen,UTA,9.5,19.7,6.0,6.8,2.9,27.9,7.2,2.2,1.0,0.5,1.6
18,Anthony Edwards,MIN,10.3,20.6,5.6,7.1,3.5,29.7,5.2,3.6,1.2,0.8,2.7
19,Trey Murphy III,NO,7.8,15.9,3.5,3.9,3.1,22.2,6.0,3.7,1.6,0.3,1.9
20,Keyonte George,UTA,7.6,16.7,6.5,7.2,2.6,24.2,3.9,6.6,1.1,0.3,3.4
21,Chet Holmgren,OKC,6.7,11.7,3.0,4.0,1.4,17.8,8.6,1.6,0.6,2.0,1.7
22,Derrick White,BOS,6.0,15.5,2.6,2.9,2.9,17.6,4.7,5.4,1.3,1.5,1.9
23,Michael Porter Jr.,BKN,8.8,18.4,3.7,4.3,3.7,25.0,7.3,3.2,1.0,0.2,2.5
24,Karl-Anthony Towns,NY,6.7,14.2,5.5,6.5,1.7,20.5,11.4,2.9,0.9,0.7,2.6
25,Joel Embiid,PHI,8.4,17.4,7.1,8.3,1.1,25.1,7.4,3.6,0.6,1.1,3.1
26,Deni Avdija,POR,7.9,16.9,7.9,9.8,2.3,26.0,7.1,6.9,0.8,0.6,3.9
27,Anthony Davis,DAL,8.5,16.7,3.0,4.1,0.5,20.4,11.1,2.8,1.1,1.7,2.1
28,Jimmy Butler III,GS,6.3,12.1,6.5,7.6,0.8,20.0,5.6,4.9,1.4,0.2,1.6
29,Kevin Porter Jr.,MIL,5.8,13.0,3.6,4.2,1.7,16.8,5.0,7.4,2.1,0.4,3.3
30,Alperen Sengun,HOU,8.4,16.2,4.1,5.9,0.6,21.5,9.0,6.4,1.5,1.0,3.4
31,Zach Edey,MEM,5.6,8.9,2.3,2.9,0.1,13.6,11.1,1.1,0.6,1.9,2.4
32,Evan Mobley,CLE,6.9,13.5,2.9,4.6,1.1,17.9,8.8,4.0,0.9,2.0,2.1
33,Mikal Bridges,NY,6.3,12.7,0.9,1.1,2.2,15.6,4.4,4.2,1.6,0.9,1.0
34,Jalen Brunson,NY,10.0,21.0,5.0,5.9,3.0,28.0,3.2,6.1,0.7,0.1,2.3
35,Jaylen Brown,BOS,10.9,22.5,5.7,7.3,2.2,29.6,6.8,4.9,1.1,0.4,3.6
36,Tyler Herro,MIA,8.2,16.5,3.4,3.7,2.2,21.9,4.7,2.7,1.0,0.5,1.5
37,Devin Booker,PHO,8.4,18.4,7.0,8.0,1.7,25.4,4.0,6.2,0.9,0.3,3.3
38,Onyeka Okongwu,ATL,6.1,12.6,2.1,2.7,2.0,16.2,7.9,3.3,1.2,1.0,2.0
39,LeBron James,LAL,8.3,16.4,4.2,5.6,1.5,22.4,6.0,6.7,1.1,0.6,2.8
40,Julius Randle,MIN,7.7,15.7,5.3,6.5,1.6,22.2,7.0,5.3,1.1,0.2,2.6
41,Josh Giddey,CHI,6.5,14.0,4.1,5.3,1.8,18.8,8.8,8.8,0.9,0.3,3.5
42,Alexandre Sarr,WAS,7.0,13.9,2.4,3.4,0.9,17.3,7.4,2.7,0.8,2.1,1.8
43,Amen Thompson,HOU,7.0,13.7,3.8,4.8,0.4,18.2,7.7,5.4,1.4,0.5,2.5
44,Nikola Vucevic,CHI,6.9,13.6,1.2,1.5,1.7,16.8,9.1,3.8,0.7,0.6,1.4
45,LaMelo Ball,CHA,6.7,16.6,2.3,2.6,3.3,19.1,4.9,7.6,1.2,0.2,3.2
46,Nickeil Alexander-Walker,ATL,6.9,15.7,3.4,3.9,3.1,20.3,3.5,3.5,1.1,0.6,2.0
47,Norman Powell,MIA,7.7,16.3,4.8,5.7,2.9,23.1,3.8,2.7,1.2,0.2,1.9
48,Brandon Miller,CHA,7.1,16.4,3.2,3.8,2.9,20.4,4.5,3.4,1.0,0.9,2.6
49,Kon Knueppel,CHA,6.5,13.5,2.4,2.7,3.3,18.7,5.5,3.6,0.7,0.2,2.2
50,Jalen Duren,DET,7.0,11.1,3.8,5.3,0.0,17.8,10.6,1.7,0.9,0.9,2.1
51,Franz Wagner,ORL,7.6,15.8,5.5,6.6,1.5,22.2,6.1,3.6,1.1,0.3,1.8
52,Rudy Gobert,MIN,4.5,6.3,2.0,3.8,0.0,10.9,11.3,1.7,0.7,1.7,1.3
53,Jalen Suggs,ORL,5.0,11.0,2.5,2.9,1.8,14.4,3.6,4.8,1.8,0.5,2.6
54,Brandon Ingram,TOR,8.0,17.2,3.8,4.5,1.8,21.5,5.9,3.8,0.8,0.8,2.7
55,Kel'el Ware,MIA,4.6,8.5,1.2,1.5,1.2,11.6,9.8,0.6,0.9,1.1,1.0
56,De'Aaron Fox,SA,7.4,15.5,3.2,4.1,2.2,20.2,4.1,6.0,1.2,0.3,2.5
57,Jaren Jackson Jr.,MEM,7.0,14.6,3.2,4.1,1.7,18.9,5.7,1.9,0.9,1.5,2.3
58,Kyshawn George,WAS,5.6,12.4,2.1,2.7,2.2,15.5,5.8,5.1,1.1,0.9,3.0
59,Desmond Bane,ORL,6.9,15.3,3.4,3.7,1.7,18.9,4.5,4.4,0.8,0.5,2.2
60,Jrue Holiday,POR,5.7,12.7,1.4,1.8,2.4,15.3,4.5,6.8,1.4,0.2,2.4
61,Bam Adebayo,MIA,6.4,14.4,3.5,4.4,1.6,17.9,9.7,2.7,1.0,0.8,1.8
62,Cooper Flagg,DAL,7.2,15.2,3.4,4.3,1.0,18.8,6.4,4.1,1.3,0.7,2.2
63,DeMar DeRozan,SAC,6.7,13.3,4.7,5.4,0.7,18.8,3.2,3.9,1.3,0.2,1.1
64,Ryan Rollins,MIL,6.2,13.4,1.5,2.0,2.3,16.1,4.5,5.4,1.5,0.4,2.3
65,Trae Young,WAS,5.6,13.5,6.3,7.3,1.8,19.3,1.5,8.9,1.0,0.1,2.6
66,Jaden McDaniels,MIN,5.6,11.0,2.2,2.6,1.4,14.8,4.5,2.9,1.0,1.0,1.8
67,OG Anunoby,NY,5.5,11.9,2.9,3.7,1.9,15.7,5.5,2.3,1.7,0.7,2.1
