,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
0,Nikola Jokic,DEN,10.6,17.5,6.3,7.4,2.1,29.6,12.2,10.9,1.4,0.8,3.5
1,Shai Gilgeous-Alexander,OKC,10.9,19.7,8.0,9.0,2.1,31.9,4.5,6.4,1.5,0.6,2.0
2,Kawhi Leonard,LAC,9.8,19.7,6.0,6.3,2.7,28.3,6.3,3.4,2.2,0.7,2.0
3,Victor Wembanyama,SA,8.5,16.2,5.8,6.9,1.5,24.3,11.7,3.4,0.8,2.9,3.2
4,Tyrese Maxey,PHI,10.8,22.7,5.7,6.5,3.7,31.1,4.6,7.1,1.8,0.9,2.6
5,Luka Doncic,LAL,10.3,22.3,9.8,12.1,3.4,33.7,8.1,8.7,1.5,0.6,4.5
6,Stephen Curry,GS,9.3,19.8,5.4,5.8,4.8,28.8,3.9,4.3,1.2,0.5,3.1
7,Jalen Johnson,ATL,8.8,16.8,4.6,5.8,1.7,24.0,10.2,8.5,1.4,0.5,3.5
8,Cade Cunningham,DET,9.2,20.0,6.2,7.4,2.0,26.7,6.3,9.6,1.6,0.8,3.9
9,Donovan Mitchell,CLE,10.4,21.1,5.0,6.0,3.9,29.8,4.7,5.4,1.5,0.3,3.1
10,Giannis Antetokounmpo,MIL,11.1,17.3,6.5,9.8,0.5,29.3,10.0,5.5,0.9,0.8,3.3
11,Kevin Durant,HOU,9.0,17.2,5.6,6.3,2.1,25.7,4.9,4.6,0.8,1.0,3.2
12,James Harden,LAC,7.4,17.1,7.6,8.6,3.3,25.7,4.8,8.0,1.2,0.3,3.6
13,Austin Reaves,LAL,8.2,16.2,7.5,8.6,2.7,26.6,5.2,6.3,1.0,0.2,3.3
14,Scottie Barnes,TOR,7.5,14.8,2.9,3.5,1.2,19.1,8.6,5.3,1.4,1.5,2.6
15,Anthony Edwards,MIN,10.0,19.8,6.1,7.6,3.3,29.4,5.0,3.7,1.4,0.8,2.8
16,Walker Kessler,UTA,5.2,7.4,2.8,4.0,1.2,14.4,10.8,3.0,1.4,1.8,3.2
17,Lauri Markkanen,UTA,9.4,19.7,6.2,6.8,2.9,27.9,6.9,2.1,1.0,0.4,1.3
18,Jamal Murray,DEN,9.0,18.9,3.9,4.4,3.4,25.4,4.6,7.2,0.9,0.3,2.3
19,Kevin Porter Jr.,MIL,6.4,13.6,4.0,4.6,1.9,18.6,5.1,7.8,2.2,0.4,3.2
20,Karl-Anthony Towns,NY,7.0,14.9,6.2,7.0,1.8,22.0,11.8,2.9,0.9,0.7,2.4
21,Trey Murphy III,NO,7.3,14.8,3.3,3.6,2.8,20.7,6.1,3.5,1.6,0.2,1.9
22,Keyonte George,UTA,7.6,16.9,6.6,7.3,2.7,24.5,4.2,6.9,0.9,0.3,3.5
23,Anthony Davis,DAL,8.4,16.2,2.9,4.1,0.6,20.4,10.8,2.8,1.2,1.7,2.0
24,Michael Porter Jr.,BKN,9.1,18.5,3.9,4.7,3.7,25.9,7.6,3.4,0.9,0.2,2.4
25,Derrick White,BOS,6.4,15.8,2.7,3.1,3.3,18.7,4.3,5.3,1.4,1.5,1.9
26,Chet Holmgren,OKC,6.9,11.9,3.0,3.7,1.5,18.2,8.3,1.6,0.6,1.8,1.9
27,Tyler Herro,MIA,8.3,16.5,4.0,4.3,2.5,23.2,5.0,2.3,1.0,0.5,1.2
28,Alperen Sengun,HOU,8.3,16.3,4.4,6.0,0.7,21.8,9.0,6.5,1.5,1.0,3.3
29,Mikal Bridges,NY,6.5,12.7,0.9,1.2,2.3,16.2,4.6,4.4,1.7,0.9,1.1
30,Jaylen Brown,BOS,11.1,21.7,5.8,7.5,2.1,30.1,6.3,5.0,1.1,0.4,3.6
31,Jalen Brunson,NY,10.4,21.8,5.5,6.5,3.0,29.3,3.3,6.5,0.8,0.1,2.2
32,Norman Powell,MIA,8.1,16.5,5.2,6.0,3.1,24.4,3.8,2.6,1.3,0.2,1.9
33,Jrue Holiday,POR,6.2,13.8,1.8,2.1,2.6,16.7,5.3,8.2,1.6,0.3,2.9
34,Jimmy Butler III,GS,6.0,11.6,6.7,7.8,0.8,19.5,5.5,5.0,1.4,0.2,1.6
35,Zach Edey,MEM,5.6,8.9,2.3,2.9,0.1,13.6,11.1,1.1,0.6,1.9,2.4
36,Deni Avdija,POR,7.8,16.8,7.8,9.8,2.3,25.7,7.3,7.1,0.8,0.6,3.9
37,Devin Booker,PHO,8.4,18.2,7.2,8.4,1.6,25.7,4.2,6.4,0.9,0.4,3.4
38,Alexandre Sarr,WAS,7.1,14.2,1.9,2.9,1.1,17.2,7.8,3.0,0.8,2.3,1.8
39,Josh Giddey,CHI,6.7,14.3,4.0,5.3,1.9,19.2,9.0,9.0,0.9,0.4,3.6
