,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
0,Nikola Jokic,DEN,10.6,17.5,6.3,7.4,2.1,29.6,12.2,10.9,1.4,0.8,3.5
1,Shai Gilgeous-Alexander,OKC,11.0,19.6,8.0,9.0,2.1,32.1,4.7,6.4,1.6,0.7,1.9
2,Victor Wembanyama,SA,8.5,16.2,5.8,6.9,1.5,24.3,11.7,3.4,0.8,2.9,3.2
3,Kawhi Leonard,LAC,9.7,19.4,5.9,6.0,2.6,27.8,6.4,3.5,2.1,0.6,2.0
4,Tyrese Maxey,PHI,10.6,22.7,6.0,6.8,3.7,30.8,4.3,7.1,1.8,0.8,2.6
5,Luka Doncic,LAL,10.4,22.6,9.4,11.8,3.4,33.5,8.2,8.7,1.5,0.6,4.5
6,Jalen Johnson,ATL,8.9,16.8,4.6,5.6,1.6,24.0,10.4,8.4,1.4,0.5,3.5
7,Stephen Curry,GS,9.3,19.9,5.3,5.7,4.8,28.7,4.0,4.3,1.2,0.5,3.1
8,Donovan Mitchell,CLE,10.3,21.0,5.1,6.0,3.9,29.7,4.6,5.5,1.5,0.3,3.2
9,James Harden,LAC,7.5,17.3,7.7,8.7,3.4,26.1,4.9,7.9,1.3,0.3,3.7
10,Giannis Antetokounmpo,MIL,11.1,17.3,6.3,9.8,0.6,28.9,10.0,5.8,0.9,0.9,3.3
11,Cade Cunningham,DET,9.4,20.1,5.7,6.9,2.0,26.5,6.2,9.7,1.5,0.7,3.9
12,Austin Reaves,LAL,8.2,16.2,7.5,8.6,2.7,26.6,5.2,6.3,1.0,0.2,3.3
13,Kevin Durant,HOU,8.9,16.9,5.7,6.4,2.1,25.5,4.9,4.3,0.8,1.0,3.1
14,Scottie Barnes,TOR,7.5,14.8,2.9,3.5,1.2,19.1,8.6,5.3,1.3,1.5,2.6
15,Anthony Edwards,MIN,9.9,19.8,6.1,7.5,3.3,29.1,5.0,3.6,1.4,0.8,2.8
16,Walker Kessler,UTA,5.2,7.4,2.8,4.0,1.2,14.4,10.8,3.0,1.4,1.8,3.2
17,Lauri Markkanen,UTA,9.2,19.5,6.3,6.9,3.0,27.7,7.0,2.1,1.0,0.4,1.4
18,Jamal Murray,DEN,8.9,18.4,3.9,4.4,3.4,25.1,4.5,6.9,1.0,0.3,2.3
19,Kevin Porter Jr.,MIL,6.4,13.5,3.9,4.6,2.1,18.8,5.3,7.5,2.3,0.4,3.5
20,Karl-Anthony Towns,NY,7.1,14.8,6.0,6.9,1.8,21.9,11.7,2.9,0.8,0.7,2.5
21,Keyonte George,UTA,7.7,16.8,6.7,7.4,2.7,24.6,4.3,6.8,0.9,0.3,3.4
22,Trey Murphy III,NO,7.2,14.7,3.4,3.7,2.7,20.5,6.1,3.5,1.6,0.2,1.9
23,Alperen Sengun,HOU,8.7,17.0,4.6,6.3,0.8,22.7,9.4,6.8,1.5,1.0,3.5
24,Anthony Davis,DAL,8.6,16.4,2.8,3.9,0.6,20.5,10.9,2.8,1.3,1.6,1.8
25,Tyler Herro,MIA,8.3,16.5,4.0,4.3,2.5,23.2,5.0,2.3,1.0,0.5,1.2
26,Derrick White,BOS,6.3,15.8,2.6,3.0,3.3,18.4,4.3,5.2,1.4,1.5,1.9
27,Michael Porter Jr.,BKN,9.2,18.5,3.7,4.5,3.8,25.8,7.5,3.3,0.9,0.2,2.3
28,Jalen Brunson,NY,10.4,21.8,5.5,6.5,3.1,29.4,3.3,6.6,0.8,0.1,2.1
29,Mikal Bridges,NY,6.5,12.4,0.9,1.2,2.3,16.3,4.5,4.4,1.6,0.9,1.1
30,Chet Holmgren,OKC,6.9,12.1,3.0,3.8,1.5,18.3,8.0,1.6,0.6,1.7,2.0
31,Jaylen Brown,BOS,10.8,21.4,5.8,7.4,2.0,29.5,6.3,5.0,1.2,0.4,3.6
32,Jimmy Butler III,GS,6.1,11.7,6.7,7.8,0.8,19.7,5.6,4.9,1.4,0.2,1.6
33,Jrue Holiday,POR,6.2,13.8,1.8,2.1,2.6,16.7,5.3,8.2,1.6,0.3,2.9
34,Zach Edey,MEM,5.6,8.9,2.3,2.9,0.1,13.6,11.1,1.1,0.6,1.9,2.4
35,Deni Avdija,POR,7.7,16.5,7.6,9.6,2.3,25.3,7.2,6.9,0.8,0.6,4.0
36,Norman Powell,MIA,7.9,16.5,5.2,6.0,2.8,23.8,4.0,2.7,1.3,0.3,1.9
37,Kel'el Ware,MIA,4.9,8.8,1.5,1.8,1.3,12.6,10.6,0.5,1.0,1.3,1.0
38,LaMelo Ball,CHA,7.0,17.0,3.1,3.6,3.3,20.3,5.3,8.3,1.2,0.3,3.7
39,Alexandre Sarr,WAS,7.2,14.3,2.0,3.0,1.1,17.5,8.2,2.9,0.8,2.3,1.8
40,Devin Booker,PHO,8.4,18.4,7.0,8.2,1.7,25.5,4.2,6.3,1.0,0.4,3.4
41,Josh Giddey,CHI,6.7,14.3,4.0,5.3,1.9,19.2,9.0,9.0,0.9,0.4,3.6
42,Julius Randle,MIN,7.6,15.6,5.6,6.8,1.6,22.3,7.0,5.8,1.1,0.2,2.6
