,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
0,Nikola Jokic,DEN,10.6,17.5,6.3,7.4,2.1,29.6,12.2,10.9,1.4,0.8,3.5
1,Shai Gilgeous-Alexander,OKC,11.0,19.6,8.0,9.0,2.1,32.1,4.6,6.4,1.5,0.6,1.9
2,Kawhi Leonard,LAC,10.0,19.8,5.9,6.2,2.7,28.5,6.4,3.4,2.1,0.7,2.1
3,Victor Wembanyama,SA,8.5,16.2,5.8,6.9,1.5,24.3,11.7,3.4,0.8,2.9,3.2
4,Tyrese Maxey,PHI,10.7,22.8,5.9,6.6,3.7,30.9,4.5,7.2,1.8,0.9,2.6
5,Luka Doncic,LAL,10.3,22.4,9.7,12.1,3.3,33.6,8.1,8.7,1.6,0.6,4.5
6,Jalen Johnson,ATL,8.8,16.7,4.6,5.7,1.6,23.8,10.3,8.4,1.4,0.5,3.5
7,Stephen Curry,GS,9.3,19.9,5.3,5.7,4.8,28.7,4.0,4.3,1.2,0.5,3.1
8,Cade Cunningham,DET,9.3,20.0,6.0,7.3,2.0,26.6,6.3,9.7,1.5,0.8,4.0
9,Donovan Mitchell,CLE,10.5,21.1,4.9,5.9,3.9,29.8,4.7,5.5,1.5,0.3,3.2
10,Giannis Antetokounmpo,MIL,11.0,17.3,6.3,9.7,0.5,29.0,10.0,5.7,0.9,0.8,3.3
11,James Harden,LAC,7.4,17.2,7.7,8.7,3.4,25.9,4.9,7.9,1.2,0.3,3.6
12,Austin Reaves,LAL,8.2,16.2,7.5,8.6,2.7,26.6,5.2,6.3,1.0,0.2,3.3
13,Kevin Durant,HOU,8.8,16.9,5.7,6.3,2.1,25.4,4.9,4.5,0.8,0.9,3.2
14,Scottie Barnes,TOR,7.5,14.8,2.9,3.5,1.2,19.1,8.6,5.3,1.3,1.5,2.6
15,Anthony Edwards,MIN,9.9,19.8,6.1,7.5,3.3,29.1,5.0,3.6,1.4,0.8,2.8
16,Walker Kessler,UTA,5.2,7.4,2.8,4.0,1.2,14.4,10.8,3.0,1.4,1.8,3.2
17,Jamal Murray,DEN,9.0,18.7,3.9,4.4,3.5,25.4,4.5,6.9,1.0,0.3,2.2
18,Lauri Markkanen,UTA,9.2,19.5,6.3,6.9,3.0,27.7,7.0,2.1,1.0,0.4,1.4
19,Kevin Porter Jr.,MIL,6.3,13.6,3.8,4.4,2.0,18.3,5.2,7.6,2.3,0.4,3.3
20,Karl-Anthony Towns,NY,7.1,14.8,6.0,6.9,1.8,21.9,11.7,2.9,0.8,0.7,2.5
21,Keyonte George,UTA,7.7,16.8,6.7,7.4,2.7,24.6,4.3,6.8,0.9,0.3,3.4
22,Trey Murphy III,NO,7.2,14.7,3.4,3.7,2.7,20.5,6.1,3.5,1.6,0.2,1.9
23,Alperen Sengun,HOU,8.6,16.9,4.6,6.3,0.7,22.6,9.3,6.7,1.5,1.0,3.4
24,Chet Holmgren,OKC,6.8,11.9,3.1,3.8,1.4,18.2,8.2,1.6,0.6,1.8,2.0
25,Derrick White,BOS,6.3,15.7,2.6,3.0,3.2,18.3,4.3,5.2,1.4,1.5,1.9
26,Tyler Herro,MIA,8.3,16.5,4.0,4.3,2.5,23.2,5.0,2.3,1.0,0.5,1.2
27,Michael Porter Jr.,BKN,9.2,18.5,3.7,4.5,3.8,25.8,7.5,3.3,0.9,0.2,2.3
28,Mikal Bridges,NY,6.5,12.6,0.9,1.2,2.3,16.3,4.6,4.4,1.6,0.9,1.1
29,Jalen Brunson,NY,10.4,21.9,5.4,6.4,3.1,29.2,3.3,6.5,0.8,0.1,2.1
30,Anthony Davis,DAL,8.4,16.2,2.6,3.8,0.6,20.1,10.7,2.8,1.2,1.5,1.8
31,Jimmy Butler III,GS,6.1,11.7,6.7,7.8,0.8,19.7,5.6,4.9,1.4,0.2,1.6
32,Jaylen Brown,BOS,10.8,21.5,5.8,7.4,2.0,29.5,6.4,5.0,1.1,0.4,3.7
33,Jrue Holiday,POR,6.2,13.8,1.8,2.1,2.6,16.7,5.3,8.2,1.6,0.3,2.9
34,Deni Avdija,POR,7.8,16.6,7.7,9.8,2.3,25.6,7.2,7.0,0.8,0.6,3.9
35,Alexandre Sarr,WAS,7.3,14.4,2.0,3.0,1.1,17.6,8.0,3.0,0.8,2.4,1.8
36,Zach Edey,MEM,5.6,8.9,2.3,2.9,0.1,13.6,11.1,1.1,0.6,1.9,2.4
37,Norman Powell,MIA,8.0,16.7,5.2,6.0,2.9,24.2,3.9,2.7,1.3,0.2,2.0
38,Devin Booker,PHO,8.5,18.5,7.0,8.2,1.7,25.7,4.1,6.3,1.0,0.4,3.5
39,Kel'el Ware,MIA,4.8,8.7,1.5,1.8,1.3,12.4,10.6,0.5,1.0,1.3,1.0
40,Josh Giddey,CHI,6.7,14.3,4.0,5.3,1.9,19.2,9.0,9.0,0.9,0.4,3.6
41,LaMelo Ball,CHA,6.8,16.8,3.0,3.5,3.3,20.0,5.1,8.2,1.2,0.3,3.5
42,Julius Randle,MIN,7.6,15.6,5.6,6.8,1.6,22.3,7.0,5.8,1.1,0.2,2.6
43,Evan Mobley,CLE,6.7,13.4,3.2,5.0,1.3,17.8,9.1,4.0,0.9,1.8,2.1
44,Franz Wagner,ORL,7.8,15.9,5.6,6.8,1.5,22.7,6.1,3.7,1.2,0.4,1.8
45,Ryan Rollins,MIL,6.6,13.7,1.7,2.2,2.5,17.4,4.2,5.8,1.6,0.4,2.4
46,De'Aaron Fox,SA,7.9,16.4,3.8,4.8,2.2,21.8,3.8,5.9,1.4,0.3,2.6
47,Onyeka Okongwu,ATL,6.2,12.6,2.3,2.9,1.9,16.6,7.9,3.2,1.0,1.0,1.9
48,Jalen Suggs,ORL,5.3,11.2,2.6,3.0,1.9,15.0,3.7,4.7,1.9,0.5,2.7
49,Kristaps Porzingis,ATL,6.0,12.5,4.1,4.9,1.7,17.9,5.5,2.9,0.5,1.4,1.0
50,Amen Thompson,HOU,7.1,13.7,3.3,4.1,0.4,18.0,7.3,5.3,1.3,0.5,2.5
51,Kon Knueppel,CHA,6.8,13.9,2.3,2.6,3.6,19.5,5.1,3.6,0.7,0.2,2.4
52,Josh Hart,NY,4.6,9.3,1.5,1.8,1.6,12.3,8.1,5.1,1.4,0.3,2.1
53,Joel Embiid,PHI,7.5,17.1,6.5,7.7,1.1,22.6,6.5,3.3,0.7,1.3,2.5
54,DeMar DeRozan,SAC,6.6,13.1,4.5,5.1,0.8,18.5,3.4,3.8,1.4,0.3,1.1
55,Cooper Flagg,DAL,7.3,15.2,3.6,4.4,0.9,19.2,6.4,4.1,1.2,0.8,2.2
56,Jalen Duren,DET,7.0,11.0,4.0,5.5,0.0,17.9,10.6,1.7,0.9,0.9,2.3
57,Collin Gillespie,PHO,5.0,11.2,1.0,1.2,3.0,14.0,4.0,5.1,1.4,0.3,1.9
58,Aaron Gordon,DEN,6.3,11.8,4.0,4.6,2.2,18.8,5.9,1.3,0.8,0.2,1.4
59,Mark Williams,PHO,4.9,7.4,3.0,3.8,0.0,12.8,8.2,1.1,1.2,0.9,1.0
60,OG Anunoby,NY,5.3,12.0,2.7,3.3,2.0,15.4,5.6,2.0,1.8,0.8,2.0
61,Ivica Zubac,LAC,6.8,11.2,2.0,2.9,0.0,15.6,11.2,2.5,0.4,1.0,2.0
62,Jalen Williams,OKC,6.6,14.5,2.9,3.4,0.8,16.9,5.3,5.4,1.6,0.4,1.9
63,Rudy Gobert,MIN,4.5,6.4,2.0,3.9,0.0,11.0,11.0,1.9,0.6,1.6,1.3
64,Deandre Ayton,LAL,6.7,9.5,0.9,1.5,0.0,14.3,8.5,0.8,0.9,0.9,1.8
65,Nickeil Alexander-Walker,ATL,7.1,15.8,3.4,4.0,2.9,20.4,3.4,3.2,1.0,0.6,2.0
66,Trae Young,ATL,5.6,13.5,6.3,7.3,1.8,19.3,1.5,8.9,1.0,0.1,2.6
67,Kyshawn George,WAS,5.4,11.7,1.9,2.6,2.2,15.0,5.7,5.1,1.0,0.9,3.1
68,Nikola Vucevic,CHI,6.6,13.3,1.1,1.4,1.8,16.1,8.9,3.4,0.7,0.4,1.5
69,Desmond Bane,ORL,6.9,15.5,3.5,3.7,1.7,18.9,4.6,4.6,0.7,0.5,2.1
70,Andrew Wiggins,MIA,6.5,13.5,1.7,2.3,1.9,16.5,5.0,2.9,1.2,1.1,1.7
71,Keegan Murray,SAC,5.8,13.7,1.7,2.1,1.4,14.7,6.3,1.6,1.3,1.6,1.1
