,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
0,Nikola Jokic,DEN,10.6,17.5,6.3,7.4,2.1,29.6,12.2,10.9,1.4,0.8,3.5
1,Shai Gilgeous-Alexander,OKC,10.9,19.7,8.3,9.3,1.8,32.0,4.4,6.2,1.3,0.8,2.0
2,Kawhi Leonard,LAC,9.7,19.4,5.7,6.0,2.9,27.9,6.2,3.5,2.1,0.6,2.1
3,Tyrese Maxey,PHI,10.3,22.0,5.1,5.8,3.4,29.2,4.2,6.8,2.0,0.9,2.5
4,Victor Wembanyama,SA,8.4,16.5,5.8,6.9,1.8,24.3,11.2,2.8,0.8,2.7,2.8
5,Luka Doncic,LAL,10.6,22.4,8.9,11.4,3.5,33.6,7.7,8.7,1.5,0.5,4.2
6,Stephen Curry,GS,9.0,19.2,4.9,5.2,4.5,27.3,3.6,4.9,1.2,0.4,2.8
7,Donovan Mitchell,CLE,10.2,21.1,5.2,6.2,3.8,29.4,4.8,5.8,1.5,0.2,3.0
8,Austin Reaves,LAL,8.2,16.2,7.5,8.6,2.7,26.6,5.2,6.3,1.0,0.2,3.3
9,James Harden,LAC,7.3,17.5,7.7,8.6,3.1,25.4,4.8,8.1,1.3,0.3,3.7
10,Kevin Durant,HOU,9.3,18.0,5.5,6.2,2.4,26.4,5.4,4.5,0.7,1.0,3.1
11,Jamal Murray,DEN,9.2,18.9,4.2,4.8,3.3,25.9,4.4,7.4,1.0,0.4,2.4
12,Giannis Antetokounmpo,MIL,10.5,16.2,6.5,9.9,0.5,28.0,10.0,5.6,0.9,0.7,3.3
13,Cade Cunningham,DET,8.9,19.4,5.7,6.9,1.9,25.3,5.7,9.8,1.5,0.8,3.8
14,Walker Kessler,UTA,5.2,7.4,2.8,4.0,1.2,14.4,10.8,3.0,1.4,1.8,3.2
15,Scottie Barnes,TOR,7.6,15.1,3.3,4.0,1.0,19.4,8.3,5.6,1.3,1.5,2.7
16,Anthony Edwards,MIN,10.2,20.6,5.6,7.0,3.5,29.4,5.2,3.7,1.3,0.8,2.7
17,Jalen Johnson,ATL,8.5,16.9,4.3,5.5,1.6,22.9,10.5,7.9,1.2,0.5,3.5
18,Lauri Markkanen,UTA,9.3,19.4,6.0,6.7,2.9,27.4,7.0,2.2,1.0,0.5,1.6
19,Trey Murphy III,NO,7.7,16.0,3.5,3.9,3.0,21.9,5.9,3.7,1.6,0.3,1.9
20,Keyonte George,UTA,7.6,16.7,6.4,7.1,2.6,24.1,4.0,6.6,1.1,0.3,3.3
21,Joel Embiid,PHI,8.5,17.6,7.0,8.2,1.1,25.2,7.5,3.7,0.6,1.1,3.0
22,Michael Porter Jr.,BKN,9.0,18.6,3.6,4.2,3.7,25.3,7.2,3.2,1.0,0.2,2.5
23,Chet Holmgren,OKC,6.7,11.8,3.0,4.0,1.4,17.9,8.7,1.6,0.5,2.0,1.7
24,Karl-Anthony Towns,NY,6.5,14.2,5.4,6.3,1.7,20.2,11.6,2.9,0.9,0.7,2.6
25,Derrick White,BOS,6.0,15.4,2.5,2.8,2.9,17.4,4.6,5.3,1.3,1.5,1.9
26,Anthony Davis,DAL,8.5,16.7,3.0,4.1,0.5,20.4,11.1,2.8,1.1,1.7,2.1
27,Jimmy Butler III,GS,6.3,12.1,6.5,7.6,0.8,20.0,5.6,4.9,1.4,0.2,1.6
28,Deni Avdija,POR,7.9,16.8,7.7,9.7,2.3,25.8,7.2,6.8,0.8,0.6,3.9
29,Kevin Porter Jr.,MIL,5.8,13.0,3.6,4.2,1.7,16.8,5.0,7.4,2.1,0.4,3.3
30,Zach Edey,MEM,5.6,8.9,2.3,2.9,0.1,13.6,11.1,1.1,0.6,1.9,2.4
31,Mikal Bridges,NY,6.4,12.7,0.9,1.1,2.3,16.0,4.3,4.2,1.5,0.9,1.1
