,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
30,Zach Edey,MEM,5.6,8.9,2.3,2.9,0.1,13.6,11.1,1.1,0.6,1.9,2.4
31,Mikal Bridges,NY,6.4,12.7,0.9,1.1,2.3,16.0,4.3,4.2,1.5,0.9,1.1
32,Evan Mobley,CLE,6.9,13.5,2.9,4.6,1.1,17.9,8.8,4.0,0.9,2.0,2.1
33,Alperen Sengun,HOU,8.2,16.3,4.1,5.9,0.6,21.1,9.1,6.3,1.5,1.0,3.3
34,Tyler Herro,MIA,8.2,16.5,3.4,3.7,2.2,21.9,4.7,2.7,1.0,0.5,1.5
35,Jalen Brunson,NY,9.9,20.7,5.0,5.8,2.9,27.6,3.2,6.0,0.6,0.1,2.3
36,Julius Randle,MIN,7.7,15.7,5.2,6.4,1.5,22.2,6.9,5.3,1.2,0.2,2.6
37,Alexandre Sarr,WAS,7.1,14.2,2.4,3.4,1.0,17.6,7.8,2.7,0.8,2.2,1.8
38,Devin Booker,PHO,8.4,18.4,7.0,8.0,1.7,25.4,4.0,6.2,0.9,0.3,3.3
39,Jaylen Brown,BOS,10.8,22.4,5.6,7.3,2.1,29.4,6.8,4.9,1.0,0.4,3.6
40,Onyeka Okongwu,ATL,6.1,12.6,2.1,2.7,2.0,16.3,7.9,3.3,1.2,1.0,2.0
41,Nikola Vucevic,CHI,7.0,13.8,1.3,1.5,1.7,17.0,9.1,3.8,0.7,0.7,1.4
42,LaMelo Ball,CHA,6.7,16.5,2.2,2.5,3.4,19.1,4.7,7.6,1.2,0.3,3.1
43,Josh Giddey,CHI,6.4,13.8,4.1,5.2,1.7,18.6,8.6,8.8,0.9,0.3,3.5
44,Brandon Miller,CHA,7.2,16.3,3.3,3.8,3.0,20.6,4.5,3.4,1.0,0.9,2.5
45,Amen Thompson,HOU,7.0,13.8,3.7,4.7,0.4,18.1,7.7,5.4,1.4,0.6,2.5
46,LeBron James,LAL,8.1,16.2,4.2,5.7,1.5,22.0,5.9,6.7,1.1,0.6,2.9
47,Kon Knueppel,CHA,6.5,13.5,2.4,2.7,3.4,18.9,5.4,3.6,0.7,0.2,2.1
48,Nickeil Alexander-Walker,ATL,6.9,15.6,3.4,3.9,3.2,20.3,3.5,3.4,1.1,0.6,2.1
49,Cooper Flagg,DAL,7.5,15.5,3.5,4.3,1.0,19.5,6.5,4.1,1.3,0.8,2.2
50,Jalen Duren,DET,7.1,11.1,3.8,5.2,0.0,17.9,10.6,1.7,0.9,0.9,2.0
51,Norman Powell,MIA,7.7,16.3,4.8,5.7,2.8,23.0,3.7,2.6,1.2,0.2,2.0
52,Franz Wagner,ORL,7.6,15.8,5.5,6.6,1.5,22.2,6.1,3.6,1.1,0.3,1.8
53,Brandon Ingram,TOR,8.0,17.1,3.8,4.6,1.7,21.7,5.9,3.7,0.8,0.8,2.6
54,Jaren Jackson Jr.,MEM,7.1,14.7,3.2,4.0,1.7,19.0,5.7,1.9,1.0,1.5,2.3
55,Kyshawn George,WAS,5.7,12.8,2.1,2.7,2.2,15.8,5.9,5.1,1.2,0.9,2.9
56,De'Aaron Fox,SA,7.4,15.4,3.2,4.1,2.2,20.2,4.1,6.0,1.2,0.3,2.6
57,Ryan Rollins,MIL,6.2,13.5,1.6,2.0,2.3,16.3,4.5,5.4,1.6,0.4,2.2
58,OG Anunoby,NY,5.6,11.9,2.9,3.6,1.9,16.0,5.4,2.3,1.8,0.7,2.2
59,Rudy Gobert,MIN,4.4,6.2,2.0,4.0,0.0,10.9,11.2,1.7,0.7,1.6,1.3
60,Desmond Bane,ORL,7.0,15.3,3.4,3.6,1.7,19.0,4.4,4.4,0.8,0.5,2.2
61,DeMar DeRozan,SAC,6.9,13.6,4.8,5.5,0.7,19.2,3.3,3.9,1.3,0.2,1.2
62,Jalen Suggs,ORL,5.1,11.2,2.5,2.9,1.8,14.4,3.7,4.7,1.7,0.5,2.6
63,Bam Adebayo,MIA,6.5,14.5,3.5,4.3,1.7,18.0,9.8,2.8,1.0,0.7,1.8
64,Jaden McDaniels,MIN,5.6,10.9,2.1,2.5,1.5,14.8,4.4,2.9,1.0,1.0,1.8
65,Trae Young,WAS,5.6,13.5,6.3,7.3,1.8,19.3,1.5,8.9,1.0,0.1,2.6
66,Kel'el Ware,MIA,4.5,8.4,1.2,1.5,1.2,11.5,9.5,0.6,0.8,1.1,0.9
67,Kristaps Porzingis,ATL,5.6,12.4,3.9,4.7,1.8,17.1,5.1,2.7,0.5,1.3,0.9
68,Paul George,PHI,5.6,13.1,2.4,2.8,2.4,16.0,5.2,3.7,1.4,0.5,1.6
69,Josh Hart,NY,4.5,9.0,1.5,2.0,1.6,12.1,7.8,5.2,1.3,0.3,2.2
70,Mark Williams,PHO,4.8,7.3,2.5,3.2,0.0,12.2,8.1,1.0,1.0,1.0,1.1
71,Naz Reid,MIN,5.4,11.5,1.2,1.6,2.5,14.6,6.3,2.5,1.0,0.9,1.7
72,Collin Gillespie,PHO,4.7,10.7,1.1,1.3,3.0,13.4,4.1,4.7,1.4,0.3,1.7
73,Ja Morant,MEM,6.6,16.1,5.3,5.9,1.0,19.5,3.3,8.1,1.0,0.3,3.6
74,Grayson Allen,PHO,5.5,13.2,2.4,2.8,3.2,16.6,3.0,3.8,1.5,0.3,1.6
75,Immanuel Quickley,TOR,5.8,13.3,2.6,3.2,2.6,16.9,4.4,6.1,1.2,0.1,1.7
76,Andrew Wiggins,MIA,6.0,12.8,1.8,2.2,1.8,15.6,5.0,2.9,1.2,0.9,1.8
77,Ivica Zubac,LAC,6.2,10.3,2.2,3.0,0.0,14.6,11.0,2.3,0.4,0.9,2.0
78,Jalen Williams,OKC,6.6,14.0,2.9,3.5,0.8,16.8,4.8,5.6,1.3,0.4,2.0
79,Dyson Daniels,ATL,5.2,10.5,1.1,1.8,0.2,11.7,6.6,6.3,1.9,0.5,2.0
80,Tre Jones,CHI,4.4,7.9,3.1,3.6,0.6,12.4,3.0,5.8,1.4,0.2,1.4
81,Donte DiVincenzo,MIN,4.5,10.9,1.2,1.5,3.1,13.2,4.6,4.2,1.4,0.5,1.5
82,Keegan Murray,SAC,5.8,13.6,1.6,2.0,1.3,14.6,6.2,1.5,1.2,1.6,1.2
83,Jrue Holiday,POR,5.6,12.8,1.4,1.9,2.3,14.8,4.7,6.8,1.4,0.2,2.4
84,Matas Buzelis,CHI,5.4,11.3,2.3,2.9,1.9,14.9,5.3,2.0,0.7,1.4,1.7
85,Zion Williamson,NO,8.2,14.1,5.6,7.9,0.0,22.0,6.2,3.4,1.1,0.6,2.3
86,Pascal Siakam,IND,8.8,18.5,4.2,6.1,1.9,23.7,6.9,4.0,1.1,0.5,2.2
87,Isaiah Hartenstein,OKC,4.8,7.4,1.7,2.5,0.0,11.2,10.2,2.9,1.0,0.7,2.1
88,Myles Turner,MIL,4.3,9.8,2.2,2.8,2.3,12.9,5.6,1.6,0.6,1.7,1.0
89,Deandre Ayton,LAL,6.1,9.2,1.1,1.7,0.0,13.3,8.5,0.8,0.7,1.0,1.5
90,Donovan Clingan,POR,4.4,8.3,1.7,2.5,0.9,11.3,11.2,1.9,0.5,1.3,1.0
91,VJ Edgecombe,PHI,5.6,13.1,1.9,2.4,2.1,15.1,5.4,4.1,1.5,0.5,1.8
92,Miles Bridges,CHA,6.6,14.7,3.1,3.7,2.2,18.5,6.2,3.6,0.5,0.5,1.4
93,Jarrett Allen,CLE,5.2,8.7,2.9,3.9,0.0,13.4,7.8,1.9,1.0,0.8,1.5
94,Paolo Banchero,ORL,7.4,15.9,6.0,7.9,1.1,21.9,8.8,4.9,0.7,0.6,2.8
95,Payton Pritchard,BOS,6.3,13.9,1.7,2.0,2.5,16.7,4.4,5.2,0.8,0.1,1.1
96,Ajay Mitchell,OKC,5.2,10.6,2.7,3.0,1.1,14.1,3.5,3.7,1.4,0.3,1.6
97,Darius Garland,CLE,6.5,14.5,2.6,3.0,2.3,18.0,2.5,6.9,0.8,0.1,2.8
98,Nicolas Claxton,BKN,5.0,8.7,2.3,3.6,0.1,12.4,7.4,4.1,0.7,1.4,1.5
99,Peyton Watson,DEN,5.2,10.5,2.6,3.5,1.5,14.5,5.0,1.9,1.1,1.2,1.7
100,Derik Queen,NO,4.7,9.7,2.5,3.2,0.2,12.1,7.4,4.3,1.1,0.9,2.5
101,Zach LaVine,SAC,6.8,14.2,3.1,3.5,2.7,19.4,2.7,2.3,0.7,0.3,2.0
102,Andrew Nembhard,IND,6.1,13.7,3.3,4.1,1.8,17.4,2.9,7.5,0.9,0.2,2.4
103,Jaylon Tyson,CLE,5.3,10.2,1.3,1.7,2.1,13.8,5.6,2.3,0.9,0.5,1.5
104,Neemias Queta,BOS,4.2,6.6,1.6,2.4,0.0,10.0,8.0,1.4,0.9,1.3,1.0
105,Domantas Sabonis,SAC,6.1,11.3,2.9,4.1,0.3,15.4,11.2,4.2,0.9,0.2,2.8
106,Jusuf Nurkic,UTA,4.5,8.9,1.5,2.7,0.6,11.2,10.1,5.0,1.3,0.5,2.4
107,John Collins,LAC,5.1,9.3,1.6,2.0,1.4,13.3,4.8,0.8,0.9,0.8,1.4
108,Russell Westbrook,SAC,5.7,13.1,2.0,2.9,2.0,15.4,5.9,6.7,1.4,0.2,3.4
109,Jerami Grant,POR,5.6,13.0,5.4,6.4,2.2,18.8,3.7,2.5,0.7,0.7,2.1
110,Anthony Black,ORL,5.8,12.5,2.6,3.6,1.7,15.8,4.1,4.1,1.4,0.7,2.3
111,Dillon Brooks,PHO,7.6,17.2,3.2,3.8,2.5,21.0,3.6,1.8,1.1,0.2,1.9
112,Shaedon Sharpe,POR,8.2,18.0,3.3,4.2,2.1,21.8,4.6,2.7,1.5,0.1,3.1
113,Cam Spencer,MEM,3.8,8.0,1.9,2.1,2.2,11.7,2.7,5.7,0.7,0.1,1.5
114,Aaron Gordon,DEN,6.0,11.9,3.7,4.7,1.8,17.7,6.2,2.5,0.7,0.1,1.0
115,Jay Huff,IND,3.1,6.6,0.9,1.0,1.3,8.4,3.8,1.3,0.5,2.0,0.8
116,Ayo Dosunmu,CHI,5.5,10.7,2.0,2.3,1.9,14.8,2.8,3.5,0.7,0.3,1.2
117,P.J. Washington,DAL,5.5,12.2,2.2,3.2,1.2,14.3,7.2,1.9,1.1,1.5,2.1
118,Wendell Carter Jr.,ORL,4.3,8.5,2.3,3.0,1.2,12.1,7.4,2.1,0.7,0.8,1.3
119,Ryan Kalkbrenner,CHA,3.7,4.7,1.3,1.9,0.0,8.6,6.1,0.7,0.6,1.5,1.1
120,Luke Kornet,SA,3.1,4.7,1.7,2.2,0.0,7.9,6.8,1.9,0.4,1.3,0.4
121,Jabari Smith Jr.,HOU,5.4,12.6,2.0,2.6,2.2,14.9,6.9,1.9,0.8,0.9,1.4
122,Isaiah Stewart,DET,3.9,7.2,1.6,2.1,0.8,10.1,5.5,1.1,0.3,1.9,1.2
123,Bennedict Mathurin,IND,5.5,13.0,4.3,4.9,2.2,17.6,5.5,2.1,0.7,0.2,2.3
124,Quentin Grimes,PHI,4.3,9.8,2.8,3.3,1.9,13.3,3.8,3.7,1.0,0.4,2.0
125,Tari Eason,HOU,4.5,9.8,0.7,1.1,2.2,11.9,6.1,1.4,1.4,0.6,1.6
126,Santi Aldama,MEM,5.3,11.1,1.8,2.6,1.6,14.0,6.7,3.0,0.9,0.7,1.3
127,Kelly Oubre Jr.,PHI,5.2,10.5,2.0,2.6,1.7,14.0,4.4,1.3,1.2,0.7,1.3
128,Robert Williams III,POR,2.7,3.6,0.6,0.8,0.1,6.0,6.2,0.9,0.7,1.3,0.6
129,Cedric Coward,MEM,5.0,10.7,2.3,2.7,1.6,14.0,6.3,2.9,0.5,0.4,1.7
130,Naji Marshall,DAL,5.4,9.9,3.1,3.9,0.9,14.7,4.9,3.0,1.0,0.1,1.4
131,Sam Merrill,CLE,4.4,9.4,1.2,1.4,3.4,13.4,2.3,2.4,0.7,0.2,0.9
132,Royce O'Neale,PHO,3.5,8.4,0.4,0.5,2.7,10.2,4.8,3.0,1.2,0.3,1.6
133,Reed Sheppard,HOU,4.7,11.0,0.9,1.1,2.5,12.8,2.6,3.0,1.3,0.5,1.2
134,Saddiq Bey,NO,5.5,12.3,3.3,3.9,1.8,15.9,5.8,2.4,1.0,0.0,0.6
135,CJ McCollum,ATL,6.9,15.2,2.2,2.9,2.6,18.6,3.5,3.6,0.7,0.3,1.7
136,Coby White,CHI,6.0,13.4,4.1,5.1,2.6,18.6,3.5,4.8,0.7,0.1,3.0
137,Julian Champagnie,SA,3.7,8.7,1.6,2.0,2.5,11.5,6.1,1.4,0.9,0.4,1.0
138,Obi Toppin,IND,5.0,12.0,3.0,3.0,1.0,14.0,6.7,1.7,1.0,0.0,2.0
139,Derrick Jones Jr.,LAC,3.8,6.9,1.4,1.8,1.3,10.4,2.6,1.2,0.8,1.1,0.8
140,Bilal Coulibaly,WAS,3.2,8.0,2.6,3.3,0.9,9.9,4.9,2.6,1.5,1.0,1.5
141,Collin Sexton,CHA,4.8,10.1,3.3,3.8,1.3,14.3,2.0,3.9,0.9,0.2,2.2
142,Matisse Thybulle,POR,1.5,2.5,1.0,1.0,1.0,5.0,1.0,0.8,2.5,0.0,0.3
143,Devin Vassell,SA,5.1,12.3,1.8,2.1,2.6,14.6,3.9,2.3,0.9,0.4,0.9
144,Al Horford,GS,2.5,6.2,0.4,0.4,1.5,7.0,5.0,2.3,0.8,1.1,0.9
145,Toumani Camara,POR,4.7,10.8,1.3,1.8,2.6,13.2,5.2,2.7,1.0,0.5,2.0
146,Jaime Jaquez Jr.,MIA,6.2,11.9,2.4,3.2,0.5,15.3,5.3,4.7,0.8,0.2,2.2
147,Daniel Gafford,DAL,3.0,4.8,1.8,2.4,0.0,7.8,6.3,0.9,0.7,1.3,1.3
148,Ausar Thompson,DET,4.4,8.5,1.9,3.2,0.1,10.7,5.9,2.7,1.7,0.8,1.5
149,Stephon Castle,SA,5.5,12.3,4.4,6.1,1.1,16.5,5.0,7.0,1.3,0.3,3.4
150,Max Christie,DAL,4.5,9.5,1.7,2.0,2.5,13.2,3.5,2.2,0.5,0.3,1.1
151,Tobias Harris,DET,5.1,10.8,2.1,2.4,1.4,13.6,4.6,2.4,0.9,0.2,1.1
152,Keldon Johnson,SA,5.1,9.3,2.0,2.6,1.2,13.6,6.0,1.4,0.7,0.1,0.9
153,T.J. McConnell,IND,4.5,8.5,0.4,0.4,0.3,9.7,2.3,4.9,1.2,0.2,1.2
154,Draymond Green,GS,3.0,7.3,0.9,1.2,1.4,8.3,5.7,5.3,0.9,0.7,2.8
155,Brandin Podziemski,GS,4.3,9.4,1.8,2.4,1.7,12.2,4.6,3.5,1.1,0.2,1.4
156,Dereck Lively II,DAL,1.6,2.6,1.1,1.4,0.0,4.3,5.3,1.9,0.6,1.6,1.4
157,Miles McBride,NY,4.5,10.3,1.0,1.2,2.9,12.9,2.6,2.8,0.9,0.2,0.8
158,Goga Bitadze,ORL,2.5,3.6,1.0,1.3,0.1,5.9,5.2,1.2,0.8,1.2,0.6
159,Sandro Mamukelashvili,TOR,4.2,8.0,1.3,1.8,1.3,11.1,5.1,2.0,0.7,0.6,0.9
160,Davion Mitchell,MIA,3.6,7.6,0.7,1.1,1.2,9.0,2.6,7.2,1.2,0.1,1.7
161,RJ Barrett,TOR,7.0,14.3,3.1,4.4,1.8,18.8,5.2,3.5,0.8,0.2,1.5
162,Kris Dunn,LAC,3.0,6.1,0.8,1.0,1.1,7.9,2.9,3.1,1.6,0.2,1.3
163,Moussa Diabate,CHA,3.2,5.1,1.9,2.9,0.0,8.4,8.4,1.5,0.7,1.0,1.0
164,Jake LaRavia,LAL,3.4,7.3,1.5,2.0,1.2,9.4,4.2,2.0,1.4,0.5,1.1
165,Mitchell Robinson,NY,2.2,3.2,0.6,1.7,0.0,4.9,9.3,1.0,0.9,1.2,0.7
166,Marcus Smart,LAL,3.2,7.9,1.9,2.2,1.6,9.9,3.1,2.8,1.3,0.4,1.7
167,Bobby Portis,MIL,5.3,11.0,0.7,1.0,1.9,13.3,6.6,1.7,0.5,0.2,1.0
168,Moses Moody,GS,3.8,8.8,1.2,1.6,2.3,11.2,3.2,1.5,0.9,0.6,0.9
169,Jakob Poeltl,TOR,4.2,6.0,1.3,2.2,0.0,9.7,7.7,2.1,0.8,0.5,1.6
170,Jalen Smith,CHI,3.6,7.6,1.1,1.6,1.5,10.0,6.9,1.3,0.4,0.8,0.9
171,De'Anthony Melton,GS,4.0,9.5,2.0,2.5,1.4,11.4,2.7,2.1,1.5,0.5,1.6
172,Noah Clowney,BKN,4.0,10.3,3.0,3.8,2.1,13.1,4.3,1.9,0.8,0.8,1.8
173,Herbert Jones,NO,3.3,8.8,1.1,1.3,1.3,9.1,3.6,2.5,1.6,0.5,1.2
174,Aaron Nesmith,IND,4.4,12.0,2.1,2.7,2.4,13.5,5.0,2.3,0.7,0.6,1.4
175,Cason Wallace,OKC,2.8,6.7,0.5,0.7,1.4,7.4,3.0,2.0,2.0,0.2,0.9
176,Kevin Huerter,CHI,4.2,9.2,1.0,1.3,1.6,10.9,3.8,2.6,0.8,0.6,1.1
177,Tim Hardaway Jr.,DEN,4.6,10.3,1.9,2.1,2.9,14.0,2.5,1.4,0.5,0.1,0.5
178,Egor Demin,BKN,3.5,8.7,0.9,1.1,2.5,10.4,3.0,3.4,0.9,0.3,1.8
179,Malik Monk,SAC,4.5,10.0,1.5,1.7,2.0,12.5,2.0,2.5,0.7,0.4,1.4
180,Dylan Cardwell,SAC,2.0,3.4,0.6,1.3,0.0,4.5,7.0,1.1,0.7,1.6,0.7
181,Cameron Johnson,DEN,4.0,8.8,1.7,2.1,1.9,11.7,3.6,2.4,0.6,0.3,1.0
182,Aaron Wiggins,OKC,3.9,8.8,0.9,1.1,1.9,10.5,3.4,1.9,0.9,0.6,1.3
183,Jordan Poole,NO,4.5,12.1,3.0,3.5,2.5,14.5,1.8,3.1,0.7,0.3,1.9
184,Jeremiah Fears,NO,5.2,11.9,2.2,2.8,1.0,13.6,3.7,3.0,1.2,0.3,2.2
185,TyTy Washington Jr.,LAC,3.0,4.5,0.0,0.0,1.0,7.0,0.5,1.5,1.0,0.5,0.0
186,Tre Johnson,WAS,4.7,10.5,1.5,1.7,2.2,13.0,2.7,2.2,0.6,0.3,1.4
187,De'Andre Hunter,CLE,4.7,11.1,2.8,3.2,1.7,13.9,4.3,2.1,0.7,0.1,1.6
188,Anfernee Simons,BOS,5.0,11.4,1.3,1.5,2.6,13.9,2.4,2.4,0.6,0.1,1.2
189,Dennis Schroder,SAC,4.4,10.5,2.7,3.4,1.5,13.0,3.0,5.3,0.8,0.1,2.0
190,Jock Landale,MEM,4.5,8.6,1.4,2.1,1.1,11.6,6.4,1.7,0.5,0.5,1.0
191,Dominick Barlow,PHI,3.1,5.6,1.3,1.6,0.4,7.9,4.8,1.3,0.9,0.6,0.8
192,Marvin Bagley III,WAS,4.0,6.4,1.8,2.6,0.2,10.0,5.7,1.5,0.5,0.7,1.2
193,Day'Ron Sharpe,BKN,3.0,5.0,1.7,2.5,0.1,7.8,6.3,2.3,1.1,0.4,1.5
194,Jordan Goodwin,PHO,3.2,8.1,0.6,0.8,1.4,8.4,4.8,2.4,1.4,0.2,1.1
195,Duncan Robinson,DET,4.0,9.2,1.1,1.5,2.8,11.8,2.7,1.8,0.7,0.3,0.7
196,Sam Hauser,BOS,3.2,7.6,0.2,0.2,2.7,9.2,3.9,1.5,0.6,0.3,0.6
197,Andre Drummond,PHI,2.6,5.3,1.0,1.6,0.5,6.8,8.7,0.8,0.6,0.9,0.9
198,Kyle Kuzma,MIL,4.8,9.8,2.2,2.9,0.9,12.7,4.8,2.4,0.6,0.5,1.5
199,Rui Hachimura,LAL,4.7,9.4,0.9,1.1,1.8,12.1,3.5,0.8,0.6,0.3,0.8
200,Dru Smith,MIA,2.1,5.2,1.4,1.7,0.7,6.4,2.6,2.7,1.5,0.3,0.9
201,Ziaire Williams,BKN,3.0,7.4,1.9,2.2,1.6,9.5,2.5,0.7,1.1,0.5,1.0
202,Collin Murray-Boyles,TOR,3.2,5.9,0.9,1.5,0.4,7.7,5.1,2.0,0.8,0.8,1.1
203,Luke Kennard,ATL,2.8,5.2,0.7,0.8,1.6,7.8,2.1,2.2,0.8,0.1,0.7
204,Khris Middleton,WAS,3.8,8.8,1.8,2.1,0.9,10.2,4.1,3.3,0.8,0.3,1.7
205,Seth Curry,GS,3.0,4.5,0.0,0.0,1.0,7.0,2.0,1.5,1.0,0.0,0.0
206,Alex Caruso,OKC,2.2,5.3,0.7,0.9,1.0,6.1,2.9,2.1,1.4,0.4,0.8
207,Justin Champagnie,WAS,2.8,5.6,0.9,1.3,0.6,7.2,5.7,1.1,0.8,0.6,0.6
208,Luguentz Dort,OKC,3.1,7.7,0.6,0.8,2.0,8.7,3.9,1.2,0.9,0.5,0.7
209,AJ Green,MIL,3.4,7.6,0.6,0.7,3.0,10.2,2.5,2.0,0.6,0.1,0.9
210,Bub Carrington,WAS,3.4,8.6,1.0,1.3,2.1,10.0,3.8,4.6,0.6,0.2,2.4
211,Brandon Williams,DAL,4.4,9.7,3.3,4.2,0.5,12.6,2.9,3.7,1.1,0.2,2.0
212,Brice Sensabaugh,UTA,4.2,9.2,1.9,2.2,1.7,12.0,2.9,1.6,0.7,0.1,1.2
213,Vit Krejci,ATL,3.1,6.7,0.6,0.8,2.2,9.0,2.1,1.5,0.8,0.3,0.7
214,Harrison Barnes,SA,3.6,8.3,1.5,1.7,1.8,10.6,2.9,2.1,0.7,0.1,0.9
215,Ron Holland II,DET,3.0,7.2,1.6,2.0,0.7,8.3,4.3,1.4,1.4,0.4,1.4
216,Zaccharie Risacher,ATL,4.3,9.4,0.9,1.5,1.6,11.2,3.3,1.4,0.9,0.5,0.9
217,Luka Garza,BOS,2.8,4.8,1.4,1.7,0.7,7.7,4.3,1.1,0.4,0.5,0.6
218,Isaiah Joe,OKC,3.0,6.9,1.4,1.7,2.2,9.6,2.5,1.4,0.6,0.2,0.6
219,Isaiah Collier,UTA,3.4,6.7,1.9,2.8,0.5,9.2,2.5,6.7,0.8,0.3,2.3
220,Jordan Walsh,BOS,2.2,4.0,0.7,0.8,0.7,5.7,4.4,0.8,0.8,0.5,0.5
221,Kyle Anderson,UTA,2.9,5.6,1.3,2.0,0.2,7.4,3.4,3.0,1.2,0.5,0.9
222,Terance Mann,BKN,2.8,6.2,1.2,1.5,0.9,7.7,3.4,3.6,0.8,0.2,1.1
223,Kyle Filipowski,UTA,3.5,7.4,1.5,2.1,0.8,9.3,6.1,2.1,0.7,0.4,1.3
224,Ace Bailey,UTA,4.6,10.1,0.6,0.9,1.5,11.3,3.5,1.7,0.7,0.4,1.2
225,Will Richard,GS,2.5,5.3,0.8,1.0,1.2,7.0,2.5,1.4,1.3,0.1,0.8
226,Jose Alvarado,NO,2.9,6.8,0.5,0.6,1.6,7.9,2.9,3.2,0.9,0.1,1.3
227,Vince Williams Jr.,MEM,2.6,7.8,0.9,1.1,1.4,7.6,4.1,4.6,0.7,0.5,1.8
228,Javonte Green,DET,2.4,5.4,1.3,1.7,1.1,7.2,2.8,0.7,1.4,0.3,0.7
229,Zach Collins,CHI,3.7,6.4,1.4,2.0,0.9,9.7,5.6,1.5,0.2,0.4,1.0
230,Josh Minott,BOS,2.3,4.5,0.7,0.9,1.1,6.3,3.9,1.1,0.8,0.4,0.6
231,Jonas Valanciunas,DEN,3.6,6.3,1.6,2.0,0.1,9.0,5.2,1.3,0.2,0.6,1.1
232,Jordan Miller,LAC,3.0,5.7,2.1,2.6,0.8,8.8,3.2,1.6,0.8,0.2,1.0
233,Maxime Raynaud,SAC,4.0,7.4,1.2,1.6,0.2,9.4,6.3,1.0,0.4,0.5,1.0
234,Tristan da Silva,ORL,3.4,7.8,0.8,0.9,1.5,9.1,3.4,1.2,0.9,0.2,0.9
235,Craig Porter Jr.,CLE,2.0,4.2,0.3,0.6,0.6,4.9,3.5,3.0,0.9,0.6,0.9
