,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
0,Nikola Jokic,DEN,10.4,17.1,6.4,7.6,2.1,29.3,12.0,10.7,1.4,0.7,3.5
1,Shai Gilgeous-Alexander,OKC,11.0,19.6,8.3,9.3,1.8,32.0,4.4,6.4,1.3,0.8,2.1
2,Tyrese Maxey,PHI,10.3,21.8,5.2,5.8,3.4,29.2,4.2,6.9,2.0,0.9,2.4
3,Victor Wembanyama,SA,8.3,16.4,5.9,7.1,1.7,24.1,11.0,2.7,0.9,2.7,2.7
4,Kawhi Leonard,LAC,9.6,19.4,5.6,6.1,2.8,27.6,6.1,3.6,2.0,0.6,2.1
5,Luka Doncic,LAL,10.7,22.4,8.7,11.2,3.6,33.6,8.0,8.8,1.5,0.5,4.2
6,Stephen Curry,GS,8.9,19.1,4.9,5.2,4.5,27.2,3.5,4.8,1.1,0.4,2.8
7,James Harden,LAC,7.3,17.5,7.7,8.5,3.1,25.4,4.8,8.1,1.3,0.4,3.7
8,Austin Reaves,LAL,8.2,16.2,7.5,8.6,2.7,26.6,5.2,6.3,1.0,0.2,3.3
9,Donovan Mitchell,CLE,10.0,20.8,5.0,5.9,3.7,28.8,4.6,5.8,1.5,0.2,3.1
10,Jamal Murray,DEN,9.0,18.6,4.2,4.8,3.2,25.5,4.4,7.5,1.0,0.4,2.3
11,Cade Cunningham,DET,8.9,19.3,5.6,7.0,1.9,25.2,5.6,9.8,1.5,0.9,3.7
12,Kevin Durant,HOU,9.2,18.1,5.4,6.0,2.3,26.2,5.4,4.6,0.7,0.9,3.0
13,Walker Kessler,UTA,5.2,7.4,2.8,4.0,1.2,14.4,10.8,3.0,1.4,1.8,3.2
14,Lauri Markkanen,UTA,9.3,19.5,6.0,6.8,2.8,27.4,7.1,2.2,1.1,0.6,1.5
15,Giannis Antetokounmpo,MIL,10.5,16.2,6.5,9.9,0.5,28.0,10.0,5.6,0.9,0.7,3.3
16,Jalen Johnson,ATL,8.6,17.2,4.3,5.5,1.7,23.1,10.5,8.0,1.3,0.5,3.5
17,Anthony Edwards,MIN,10.1,20.5,5.8,7.2,3.4,29.4,5.2,3.7,1.3,0.8,2.7
18,Scottie Barnes,TOR,7.5,15.0,3.4,4.1,1.0,19.3,8.3,5.5,1.3,1.6,2.7
19,Keyonte George,UTA,7.6,16.5,6.4,7.2,2.6,24.2,3.9,6.6,1.1,0.3,3.3
20,Michael Porter Jr.,BKN,9.1,18.8,3.6,4.3,3.8,25.6,7.3,3.2,1.1,0.2,2.5
21,Joel Embiid,PHI,8.9,18.1,7.3,8.6,1.2,26.2,7.5,3.9,0.6,1.1,3.1
22,Trey Murphy III,NO,7.6,16.1,3.4,3.9,3.0,21.5,5.9,3.6,1.6,0.3,1.8
23,Chet Holmgren,OKC,6.6,11.7,3.1,4.0,1.3,17.7,8.5,1.6,0.5,2.1,1.6
24,Jimmy Butler III,GS,6.3,12.1,6.5,7.6,0.8,20.0,5.6,4.9,1.4,0.2,1.6
25,Anthony Davis,DAL,8.5,16.7,3.0,4.1,0.5,20.4,11.1,2.8,1.1,1.7,2.1
26,Karl-Anthony Towns,NY,6.5,14.0,5.3,6.2,1.6,19.8,11.8,2.9,0.9,0.7,2.5
27,Kevin Porter Jr.,MIL,5.8,13.0,3.6,4.2,1.7,16.8,5.0,7.4,2.1,0.4,3.3
28,Derrick White,BOS,6.0,15.2,2.4,2.7,2.8,17.2,4.6,5.4,1.3,1.4,1.9
29,Deni Avdija,POR,7.8,16.7,7.6,9.5,2.3,25.5,7.2,6.7,0.8,0.6,3.9
30,Zach Edey,MEM,5.6,8.9,2.3,2.9,0.1,13.6,11.1,1.1,0.6,1.9,2.4
31,Evan Mobley,CLE,6.9,13.5,2.9,4.6,1.1,17.9,8.8,4.0,0.9,2.0,2.1
32,Julius Randle,MIN,7.8,15.8,5.2,6.3,1.6,22.3,6.9,5.3,1.2,0.2,2.6
33,Tyler Herro,MIA,8.2,16.5,3.4,3.7,2.2,21.9,4.7,2.7,1.0,0.5,1.5
34,Jalen Brunson,NY,9.7,20.5,4.9,5.7,3.0,27.2,3.2,6.1,0.7,0.1,2.3
35,Jaylen Brown,BOS,10.8,22.4,5.6,7.2,2.2,29.4,6.9,4.8,1.0,0.4,3.6
36,Devin Booker,PHO,8.4,18.4,7.0,8.0,1.7,25.4,4.0,6.2,0.9,0.3,3.3
37,Mikal Bridges,NY,6.3,12.7,0.9,1.1,2.2,15.7,4.2,4.1,1.5,0.8,1.0
38,Alperen Sengun,HOU,8.2,16.4,4.0,5.9,0.6,21.0,9.3,6.4,1.4,1.0,3.3
39,Onyeka Okongwu,ATL,6.1,12.6,2.1,2.7,2.0,16.3,7.9,3.3,1.2,1.0,2.0
40,Alexandre Sarr,WAS,7.1,14.2,2.4,3.3,1.0,17.6,7.7,2.8,0.8,2.1,1.8
